2063,1/8/1956 00:00:00,PN ,,ELYE,,KERR,,,,,M                                  ,S,,,,,Live,,,,,
2064,10/11/1965 00:00:00,PN ,,ALLEN,,GEAR,,,,,F                                  ,M,,,,,Live,,,,,
2065,9/28/1948 00:00:00,PN ,,ALMEDA,,GEHR,,,,,F                                  ,M,,,,,Live,,,,,
2066,1/8/1956 00:00:00,HH ,,ALMETA,,PEER,,,,,F                                  ,S,,,,,Live,,,,,
2067,7/25/1953 00:00:00,PN ,,ILEEN,,SAAR,,,,,F                                  ,M,,,,,Live,,,,,
2068,7/23/1944 00:00:00,PN ,,ILSE,,FOOR,,,,,F                                  ,M,,,,,Live,,,,,
2069,7/25/1953 00:00:00,HH ,,ELLENA,,BERRA,,,,,F                                  ,M,,,,,Live,,,,,
2070,10/26/1977 00:00:00,PN ,,ALVERA,,CONRAD,,,,,F                                  ,S,,,,,Live,,,,,
2071,9/11/1958 00:00:00,PN ,,ALLENA,,AVERA,,,,,F                                  ,M,,,,,Live,,,,,
2072,2/4/1970 00:00:00,PN ,,ALDEN,,COHRAN,,,,,M                                  ,S,,,,,Live,,,,,
2073,4/13/1938 00:00:00,PN ,,CLIFFORD,,MAGRATH,,,,,M                                  ,M,,,,,Live,,,,,
2074,10/26/1977 00:00:00,HH ,,OLAF,,MURRAY,,,,,M                                  ,S,,,,,Live,,,,,
2075,11/16/1969 00:00:00,PN ,,CLIFF,,PEARCE,,,,,M                                  ,S,,,,,Live,,,,,
2076,11/16/1969 00:00:00,HH ,,CLIFTON,,PIERCE,,,,,M                                  ,S,,,,,Live,,,,,
2077,11/14/1979 00:00:00,PN ,,ALPHA,,FAIRCLOTH,,,,,F                                  ,S,,,,,Live,,,,,
2078,7/25/1966 00:00:00,PN ,,ALTHEA,,BOARDMAN,,,,,F                                  ,S,,,,,Live,,,,,
2079,2/13/1956 00:00:00,PN ,,ALPHONSO,,SWORD,,,,,M                                  ,D,,,,,Live,,,,,
2080,11/14/1979 00:00:00,HH ,,ALTHA,,WORRELL,,,,,F                                  ,S,,,,,Live,,,,,
2081,5/24/1968 00:00:00,PN ,,ALPHONSE,,GARRETT,,,,,M                                  ,D,,,,,Live,,,,,
2082,12/7/1969 00:00:00,PN ,,ALVINA,,BARRETT,,,,,F                                  ,S,,,,,Live,,,,,
2083,12/24/1937 00:00:00,PN ,,ELVIS,,LOWREY,,,,,M                                  ,D,,,,,Live,,,,,
2084,4/9/1950 00:00:00,PN ,,ALOIS,,ALLRED,,,,,M                                  ,M,,,,,Live,,,,,
2085,5/18/1936 00:00:00,PN ,,ELVIE,,LAWRENCE,,,,,F                                  ,D,,,,,Live,,,,,
2086,5/24/1968 00:00:00,HH ,,ELVIRA,,WARREN,,,,,F                                  ,D,,,,,Live,,,,,
2087,3/4/1959 00:00:00,PN ,,ELVIN,,BARRENTINE,,,,,M                                  ,S,,,,,Live,,,,,
2088,3/10/1955 00:00:00,PN ,,OLLIE,,MOORE,,,,,F                                  ,S,,,,,Live,,,,,
2089,3/31/1957 00:00:00,PN ,,ELLIOT,,SERRE,,,,,M                                  ,S,,,,,Live,,,,,
2090,8/26/1974 00:00:00,PN ,,ALLISON,,GARREN,,,,,F                                  ,S,,,,,Live,,,,,
2091,9/16/1938 00:00:00,PN ,,OLLIE,,ALDREDGE,,,,,M                                  ,D,,,,,Live,,,,,
2092,3/4/1959 00:00:00,HH ,,BLAIR,,STURGEON,,,,,M                                  ,S,,,,,Live,,,,,
2093,5/24/1939 00:00:00,PN ,,BLAIR,,GEORGE,,,,,F                                  ,D,,,,,Live,,,,,
2094,9/20/1951 00:00:00,PN ,,ELLIS,,EVERINGHAM,,,,,M                                  ,M,,,,,Live,,,,,
2095,5/24/1939 00:00:00,HH ,,ELOISA,,WIDRICK,,,,,F                                  ,D,,,,,Live,,,,,
2096,11/19/1958 00:00:00,PN ,,ELVIA,,HARRIS,,,,,F                                  ,D,,,,,Live,,,,,
2097,8/26/1962 00:00:00,PN ,,ALBINA,,GARRISON,,,,,F                                  ,S,,,,,Live,,,,,
2098,9/26/1969 00:00:00,PN ,,ELMIRA,,FARRIS,,,,,F                                  ,D,,,,,Live,,,,,
2099,12/30/1950 00:00:00,PN ,,ELLIE,,GUERIN,,,,,F                                  ,D,,,,,Live,,,,,
2100,6/17/1945 00:00:00,PN ,,ELLIS,,CARRICK,,,,,F                                  ,S,,,,,Live,,,,,
2101,11/19/1958 00:00:00,HH ,,ELLIOTT,,GABRIEL,,,,,M                                  ,D,,,,,Live,,,,,
2102,5/4/1974 00:00:00,PN ,,ALLINE,,PITRIE,,,,,F                                  ,S,,,,,Live,,,,,
2103,5/4/1974 00:00:00,HH ,,ALFIE,,MCBRIDE,,,,,M                                  ,S,,,,,Live,,,,,
2104,4/24/1972 00:00:00,PN ,,ALAINA,,DERRICK,,,,,F                                  ,M,,,,,Live,,,,,
2105,4/24/1972 00:00:00,HH ,,ALVIN,,MORRISON,,,,,M                                  ,M,,,,,Live,,,,,
2106,1/9/1942 00:00:00,PN ,,BLAINE,,HERRIDGE,,,,,M                                  ,M,,,,,Live,,,,,
2107,10/13/1958 00:00:00,PN ,,ALLIE,,MERRILL,,,,,M                                  ,M,,,,,Live,,,,,
2108,1/9/1942 00:00:00,HH ,,ALLIE,,MORRIS,,,,,F                                  ,M,,,,,Live,,,,,
2109,10/30/1965 00:00:00,PN ,,ELSIE,,HERRING,,,,,F                                  ,M,,,,,Live,,,,,
2110,6/12/1970 00:00:00,PN ,,ELVINA,,NORRIS,,,,,F                                  ,D,,,,,Live,,,,,
2111,4/30/1975 00:00:00,PN ,,ALEIDA,,CLARK,,,,,F                                  ,S,,,,,Live,,,,,
2112,12/22/1972 00:00:00,PN ,,ALEISHA,,CLARKSON,,,,,F                                  ,S,,,,,Live,,,,,
2113,10/30/1965 00:00:00,HH ,,ELLI,,SCARLETT,,,,,F                                  ,M,,,,,Live,,,,,
2114,9/25/1949 00:00:00,PN ,,ELOISE,,EDERLE,,,,,F                                  ,M,,,,,Live,,,,,
2115,10/15/1969 00:00:00,PN ,,ELOIS,,DIERLAM,,,,,F                                  ,M,,,,,Live,,,,,
2116,9/25/1949 00:00:00,HH ,,ELAINA,,STARLING,,,,,F                                  ,M,,,,,Live,,,,,
2117,7/26/1964 00:00:00,PN ,,ELAINE,,CHARLESON,,,,,F                                  ,S,,,,,Live,,,,,
2118,12/25/1923 00:00:00,PN ,,ULRIKE,,BYERLE,,,,,F                                  ,S,,,,,Live,,,,,
2119,11/30/1961 00:00:00,PN ,,CLAIR,,WEIRMAN,,,,,F                                  ,D,,,,,Live,,,,,
2120,7/26/1964 00:00:00,HH ,,CLAIR,,SHERMAN,,,,,M                                  ,S,,,,,Live,,,,,
2121,3/7/1969 00:00:00,PN ,,CLAIRE,,SHARMAN,,,,,F                                  ,M,,,,,Live,,,,,
2122,6/10/1952 00:00:00,PN ,,ALEJANDRO,,THORNHILL,,,,,M                                  ,S,,,,,Live,,,,,
2123,3/7/1969 00:00:00,HH ,,ALEJANDRA,,THORNTON,,,,,F                                  ,M,,,,,Live,,,,,
2124,4/1/1979 00:00:00,PN ,,ALEJANDRINA,,KEARNS,,,,,F                                  ,S,,,,,Live,,,,,
2125,2/16/1952 00:00:00,PN ,,ELIJAH,,MORROW,,,,,M                                  ,S,,,,,Live,,,,,
2126,4/1/1979 00:00:00,HH ,,BLAKE,,MUNRO,,,,,F                                  ,S,,,,,Live,,,,,
2127,3/5/1954 00:00:00,PN ,,BLAKE,,MCCROSSEN,,,,,M                                  ,M,,,,,Live,,,,,
2128,5/25/1926 00:00:00,PN ,,CLEMENCIA,,PENROD,,,,,F                                  ,W,,,,,Live,,,,,
2129,5/24/1967 00:00:00,PN ,,CLEM,,MARROW,,,,,M                                  ,M,,,,,Live,,,,,
2130,3/26/1964 00:00:00,PN ,,CLEMENT,,HARROLD,,,,,M                                  ,S,,,,,Live,,,,,
2131,3/5/1954 00:00:00,HH ,,CLEMENTE,,CARROLL,,,,,M                                  ,M,,,,,Live,,,,,
2132,6/27/1972 00:00:00,PN ,,CLEMENTINE,,TETRO,,,,,F                                  ,M,,,,,Live,,,,,
2133,6/27/1972 00:00:00,HH ,,OLIMPIA,,SHARP,,,,,F                                  ,M,,,,,Live,,,,,
2134,1/23/1957 00:00:00,PN ,,ILUMINADA,,BOURQUE,,,,,F                                  ,D,,,,,Live,,,,,
2135,3/12/1969 00:00:00,PN ,,CLEMMIE,,SHERRICK,,,,,F                                  ,S,,,,,Live,,,,,
2136,11/8/1942 00:00:00,PN ,,OLYMPIA,,SHARRATT,,,,,F                                  ,M,,,,,Live,,,,,
2137,1/23/1957 00:00:00,HH ,,GLENN,,STARR,,,,,F                                  ,D,,,,,Live,,,,,
2138,5/3/1972 00:00:00,PN ,,GLENNA,,SHERRELL,,,,,F                                  ,M,,,,,Live,,,,,
2139,2/25/1956 00:00:00,PN ,,GLENN,,SHERRILL,,,,,M                                  ,D,,,,,Live,,,,,
2140,8/7/1968 00:00:00,PN ,,GLENDA,,AYERS,,,,,F                                  ,M,,,,,Live,,,,,
2141,1/22/1968 00:00:00,PN ,,GLEN,,AKERS,,,,,M                                  ,S,,,,,Live,,,,,
2142,5/3/1972 00:00:00,HH ,,GLENDORA,,PEARSON,,,,,F                                  ,M,,,,,Live,,,,,
2143,3/4/1944 00:00:00,PN ,,CLINT,,MYERS,,,,,M                                  ,M,,,,,Live,,,,,
2144,10/4/1972 00:00:00,PN ,,CLINTON,,FOERSTER,,,,,M                                  ,D,,,,,Live,,,,,
2145,3/4/1944 00:00:00,HH ,,ALINE,,PIERSON,,,,,F                                  ,M,,,,,Live,,,,,
2146,5/22/1954 00:00:00,PN ,,GLYNIS,,SHORT,,,,,F                                  ,M,,,,,Live,,,,,
2147,6/10/1930 00:00:00,PN ,,GLYNDA,,HEARTH,,,,,F                                  ,M,,,,,Live,,,,,
2148,8/27/1956 00:00:00,PN ,,GLYNN,,MERRYMAN,,,,,M                                  ,M,,,,,Live,,,,,
2149,3/3/1975 00:00:00,PN ,,ALINA,,BERRYMAN,,,,,F                                  ,S,,,,,Live,,,,,
2150,12/24/1958 00:00:00,PN ,,GLYN,,BERRY,,,,,M                                  ,S,,,,,Live,,,,,
2151,5/22/1954 00:00:00,HH ,,GLENNIS,,LEARY,,,,,F                                  ,M,,,,,Live,,,,,
2152,7/13/1951 00:00:00,PN ,,ILENE,,TERRY,,,,,F                                  ,M,,,,,Live,,,,,
2153,3/1/1976 00:00:00,PN ,,ELINORE,,PARRY,,,,,F                                  ,S,,,,,Live,,,,,
2154,2/22/1959 00:00:00,PN ,,ELINOR,,PERRY,,,,,F                                  ,S,,,,,Live,,,,,
2155,3/1/1944 00:00:00,PN ,,ALONA,,CARRYER,,,,,F                                  ,S,,,,,Live,,,,,
2156,7/13/1951 00:00:00,HH ,,ALONSO,,STORY,,,,,M                                  ,M,,,,,Live,,,,,
2157,3/5/1970 00:00:00,PN ,,ELINA,,CULP,,,,,F                                  ,S,,,,,Live,,,,,
2158,3/5/1970 00:00:00,HH ,,CLANCY,,KEMP,,,,,M                                  ,S,,,,,Live,,,,,
2159,3/18/1957 00:00:00,PN ,,ELENORE,,SAPP,,,,,F                                  ,M,,,,,Live,,,,,
2160,3/27/1956 00:00:00,PN ,,GLINDA,,CAMPBELL,,,,,F                                  ,S,,,,,Live,,,,,
2161,2/24/1928 00:00:00,PN ,,GLENNIE,,HARPER,,,,,F                                  ,W,,,,,Live,,,,,
2162,9/1/1957 00:00:00,PN ,,ALONZO,,CARPENTER,,,,,M                                  ,D,,,,,Live,,,,,
2163,11/7/1968 00:00:00,PN ,,ELIN,,KEMPER,,,,,F                                  ,D,,,,,Live,,,,,
2164,3/18/1957 00:00:00,HH ,,ELENI,,LIPPERT,,,,,F                                  ,M,,,,,Live,,,,,
2165,6/24/1968 00:00:00,PN ,,ELENOR,,COSPER,,,,,F                                  ,S,,,,,Live,,,,,
2166,1/12/1958 00:00:00,PN ,,ELANA,,COOPER,,,,,F                                  ,M,,,,,Live,,,,,
2167,4/10/1934 00:00:00,PN ,,ALENE,,HOPPER,,,,,F                                  ,M,,,,,Live,,,,,
2168,7/21/1976 00:00:00,PN ,,ALENA,,STEPHENSON,,,,,F                                  ,S,,,,,Live,,,,,
2169,7/17/1945 00:00:00,PN ,,ELENE,,STEPHENS,,,,,F                                  ,S,,,,,Live,,,,,
2170,6/24/1968 00:00:00,HH ,,ELENA,,SHEPHERD,,,,,F                                  ,S,,,,,Live,,,,,
2171,4/25/1942 00:00:00,PN ,,ELANE,,MURPHY,,,,,F                                  ,M,,,,,Live,,,,,
2172,4/23/1968 00:00:00,PN ,,BLANCA,,LAMPHERE,,,,,F                                  ,M,,,,,Live,,,,,
2173,8/30/1943 00:00:00,PN ,,BLANCH,,RIPPINGER,,,,,F                                  ,M,,,,,Live,,,,,
2174,5/20/1957 00:00:00,PN ,,BLANCHE,,KEMPLIN,,,,,F                                  ,M,,,,,Live,,,,,
2175,6/8/1966 00:00:00,PN ,,ELANOR,,POMPLUN,,,,,F                                  ,S,,,,,Live,,,,,
2176,4/25/1942 00:00:00,HH ,,ILANA,,TEMPLE,,,,,F                                  ,M,,,,,Live,,,,,
2177,8/9/1944 00:00:00,PN ,,BLONDELL,,TEEPLES,,,,,F                                  ,S,,,,,Live,,,,,
2178,9/24/1955 00:00:00,PN ,,ILONA,,TEEPLE,,,,,F                                  ,S,,,,,Live,,,,,
2179,5/7/1972 00:00:00,PN ,,OLINDA,,CHAPMAN,,,,,F                                  ,M,,,,,Live,,,,,
2180,5/21/1948 00:00:00,PN ,,ELENORA,,CHUPP,,,,,F                                  ,M,,,,,Live,,,,,
2181,8/9/1944 00:00:00,HH ,,OLEN,,CHAPPELL,,,,,M                                  ,S,,,,,Live,,,,,
2182,4/8/1961 00:00:00,PN ,,ALAN,,STEPPS,,,,,M                                  ,D,,,,,Live,,,,,
2183,5/8/1963 00:00:00,PN ,,OLENE,,SKIPPER,,,,,F                                  ,S,,,,,Live,,,,,
2184,4/8/1961 00:00:00,HH ,,OLIN,,SHEPPARD,,,,,M                                  ,D,,,,,Live,,,,,
2185,7/17/1939 00:00:00,PN ,,ELTON,,CLIPPINGER,,,,,M                                  ,D,,,,,Live,,,,,
2186,5/24/1953 00:00:00,PN ,,ELIOT,,WHIPPLE,,,,,M                                  ,S,,,,,Live,,,,,
2187,7/17/1939 00:00:00,HH ,,CLEOPATRA,,CAPPS,,,,,F                                  ,D,,,,,Live,,,,,
2188,6/10/1943 00:00:00,PN ,,ELMO,,KEMPTON,,,,,M                                  ,M,,,,,Live,,,,,
2189,4/28/1960 00:00:00,PN ,,CLEOTILDE,,HAUPTLI,,,,,F                                  ,S,,,,,Live,,,,,
2190,6/10/1943 00:00:00,HH ,,ELEONOR,,COMPTON,,,,,F                                  ,M,,,,,Live,,,,,
2191,12/21/1942 00:00:00,PN ,,ELDORA,,MAIO,,,,,F                                  ,D,,,,,Live,,,,,
2192,2/6/1952 00:00:00,PN ,,ELDON,,MALO,,,,,M                                  ,D,,,,,Live,,,,,
2193,12/21/1942 00:00:00,HH ,,ELEONORA,,MAYO,,,,,F                                  ,D,,,,,Live,,,,,
2194,6/2/1969 00:00:00,PN ,,ELWOOD,,OTTO,,,,,M                                  ,M,,,,,Live,,,,,
2195,1/9/1959 00:00:00,PN ,,ELROY,,SEGO,,,,,M                                  ,S,,,,,Live,,,,,
2196,6/2/1969 00:00:00,HH ,,ELEONORE,,ORGO,,,,,F                                  ,M,,,,,Live,,,,,
2197,6/14/1978 00:00:00,PN ,,CLEO,,GEBO,,,,,M                                  ,S,,,,,Live,,,,,
2198,7/4/1955 00:00:00,PN ,,CLEO,,JACOBS,,,,,F                                  ,S,,,,,Live,,,,,
2199,6/14/1978 00:00:00,HH ,,ELNORA,,ELROD,,,,,F                                  ,S,,,,,Live,,,,,
2200,11/13/1956 00:00:00,PN ,,ALTON,,IMHOFF,,,,,M                                  ,S,,,,,Live,,,,,
2201,10/10/1943 00:00:00,PN ,,ELIOTT,,SCHOFILL,,,,,M                                  ,M,,,,,Live,,,,,
2202,1/5/1974 00:00:00,PN ,,CLEORA,,DUBOIS,,,,,F                                  ,S,,,,,Live,,,,,
2203,3/20/1928 00:00:00,PN ,,ALDOUS,,ARNOLD,,,,,M                                  ,S,,,,,Live,,,,,
2204,9/10/1948 00:00:00,PN ,,ALFONZO,,ECHOLS,,,,,M                                  ,D,,,,,Live,,,,,
2205,11/13/1956 00:00:00,HH ,,ALDO,,NADOLNY,,,,,M                                  ,S,,,,,Live,,,,,
2206,5/7/1963 00:00:00,PN ,,ALFONSO,,MCCONKIE,,,,,M                                  ,S,,,,,Live,,,,,
2207,11/27/1976 00:00:00,PN ,,ELIPHALET,,MASON,,,,,M                                  ,S,,,,,Live,,,,,
2208,12/28/1962 00:00:00,PN ,,ELDRED,,LISONBEE,,,,,M                                  ,M,,,,,Live,,,,,
2209,10/31/1952 00:00:00,PN ,,ELFREDA,,DIXON,,,,,F                                  ,M,,,,,Live,,,,,
2210,10/5/1958 00:00:00,PN ,,ELFRIEDA,,SHAON,,,,,F                                  ,S,,,,,Live,,,,,
2211,5/7/1963 00:00:00,HH ,,ELFRIEDE,,EMMONS,,,,,F                                  ,S,,,,,Live,,,,,
2212,9/5/1928 00:00:00,PN ,,ELDRIDGE,,MCCON,,,,,M                                  ,M,,,,,Live,,,,,
2213,4/14/1938 00:00:00,PN ,,FLOR,,SPOONER,,,,,F                                  ,D,,,,,Live,,,,,
2214,7/22/1951 00:00:00,PN ,,FLORANCE,,UPTON,,,,,F                                  ,D,,,,,Live,,,,,
2215,11/16/1971 00:00:00,PN ,,FLORENCE,,DELONG,,,,,F                                  ,M,,,,,Live,,,,,
2216,5/10/1956 00:00:00,PN ,,FLORENCIO,,DORON,,,,,M                                  ,S,,,,,Live,,,,,
2217,9/5/1928 00:00:00,HH ,,FLORENCIA,,ATWOOD,,,,,F                                  ,M,,,,,Live,,,,,
2218,4/7/1957 00:00:00,PN ,,FLORENE,,ALSOP,,,,,F                                  ,M,,,,,Live,,,,,
2219,4/7/1957 00:00:00,HH ,,FLORENTINA,,MEMORY,,,,,F                                  ,M,,,,,Live,,,,,
2220,12/6/1956 00:00:00,PN ,,FLORA,,SEDORIS,,,,,F                                  ,S,,,,,Live,,,,,
2221,10/9/1972 00:00:00,PN ,,CLARA,,MAJORS,,,,,F                                  ,D,,,,,Live,,,,,
2222,6/25/1954 00:00:00,PN ,,CLARE,,JABORG,,,,,F                                  ,D,,,,,Live,,,,,
2223,7/24/1949 00:00:00,PN ,,CLARENCE,,MINOR,,,,,F                                  ,M,,,,,Live,,,,,
2224,6/23/1977 00:00:00,PN ,,FLORENTINO,,DEVORE,,,,,M                                  ,S,,,,,Live,,,,,
2225,12/6/1956 00:00:00,HH ,,CLARETHA,,AYLOR,,,,,F                                  ,S,,,,,Live,,,,,
2226,2/26/1978 00:00:00,PN ,,CLARETTA,,OXFORD,,,,,F                                  ,S,,,,,Live,,,,,
2227,3/26/1959 00:00:00,PN ,,CLARIBEL,,MANOUS,,,,,F                                  ,D,,,,,Live,,,,,
2228,7/20/1975 00:00:00,PN ,,CLARICE,,MCCOWAN,,,,,F                                  ,S,,,,,Live,,,,,
2229,9/24/1945 00:00:00,PN ,,CLARINDA,,RUDOWITZ,,,,,F                                  ,S,,,,,Live,,,,,
2230,2/26/1978 00:00:00,HH ,,CLORA,,MALOY,,,,,F                                  ,S,,,,,Live,,,,,
2231,3/20/1979 00:00:00,PN ,,CLARIS,,DUNN,,,,,F                                  ,S,,,,,Live,,,,,
2232,10/25/1945 00:00:00,PN ,,CLARISA,,WREN,,,,,F                                  ,D,,,,,Live,,,,,
2233,11/21/1966 00:00:00,PN ,,CLARITA,,GOIN,,,,,F                                  ,S,,,,,Live,,,,,
2234,3/20/1979 00:00:00,HH ,,CLARK,,LYNN,,,,,M                                  ,S,,,,,Live,,,,,
2235,2/24/1970 00:00:00,PN ,,CLARKE,,MOON,,,,,M                                  ,M,,,,,Live,,,,,
2236,11/17/1960 00:00:00,PN ,,CLARRIE,,LOON,,,,,M                                  ,D,,,,,Live,,,,,
2237,7/4/1965 00:00:00,PN ,,CLARENCE,,FANN,,,,,M                                  ,M,,,,,Live,,,,,
2238,12/27/1962 00:00:00,PN ,,FLORETTA,,NAHN,,,,,F                                  ,M,,,,,Live,,,,,
2239,2/24/1970 00:00:00,HH ,,FLORIA,,BEAN,,,,,F                                  ,M,,,,,Live,,,,,
2240,9/19/1958 00:00:00,PN ,,FLORIAN,,HORN,,,,,M                                  ,S,,,,,Live,,,,,
2241,1/25/1976 00:00:00,PN ,,FLORIDA,,DEAN,,,,,F                                  ,S,,,,,Live,,,,,
2242,11/26/1977 00:00:00,PN ,,FLORINDA,,LEONARDI,,,,,F                                  ,S,,,,,Live,,,,,
2243,7/29/1954 00:00:00,PN ,,FLORINE,,BERNARD,,,,,F                                  ,M,,,,,Live,,,,,
2244,2/14/1946 00:00:00,PN ,,FLORRIE,,FLANAGAN,,,,,F                                  ,D,,,,,Live,,,,,
2245,9/19/1958 00:00:00,HH ,,KLARA,,SERNA,,,,,F                                  ,S,,,,,Live,,,,,
2246,5/11/1953 00:00:00,PN ,,CLARINE,,BARNARD,,,,,F                                  ,M,,,,,Live,,,,,
2247,11/13/1938 00:00:00,PN ,,GLORY,,HINNANT,,,,,F                                  ,S,,,,,Live,,,,,
2248,5/11/1953 00:00:00,HH ,,GLORIA,,GRANADE,,,,,F                                  ,M,,,,,Live,,,,,
2249,2/5/1977 00:00:00,PN ,,ALFRED,,LEONARD,,,,,M                                  ,S,,,,,Live,,,,,
2250,2/5/1977 00:00:00,HH ,,ALFREDA,,GRANADOS,,,,,F                                  ,S,,,,,Live,,,,,
2251,3/24/1969 00:00:00,PN ,,ALFREDIA,,IANNACONE,,,,,F                                  ,M,,,,,Live,,,,,
2252,6/6/1970 00:00:00,PN ,,ALFREDO,,IANNACONI,,,,,M                                  ,S,,,,,Live,,,,,
2253,10/30/1944 00:00:00,PN ,,CLORINDA,,CHANCE,,,,,F                                  ,D,,,,,Live,,,,,
2254,8/25/1932 00:00:00,PN ,,ELLSWORTH,,GIANCANA,,,,,M                                  ,S,,,,,Live,,,,,
2255,4/9/1951 00:00:00,PN ,,ALISTER,,PRINCE,,,,,M                                  ,D,,,,,Live,,,,,
2256,3/24/1969 00:00:00,HH ,,CLASSIE,,CIANCIO,,,,,F                                  ,M,,,,,Live,,,,,
2257,10/18/1968 00:00:00,PN ,,ALYSIA,,SPENCER,,,,,F                                  ,S,,,,,Live,,,,,
2258,5/2/1977 00:00:00,PN ,,ALISHIA,,QUANDT,,,,,F                                  ,S,,,,,Live,,,,,
2259,7/7/1954 00:00:00,PN ,,ELISSA,,SWINDLER,,,,,F                                  ,M,,,,,Live,,,,,
2260,10/18/1968 00:00:00,HH ,,ALISHA,,GRANDSTAFF,,,,,F                                  ,S,,,,,Live,,,,,
2261,1/15/1969 00:00:00,PN ,,ELISHA,,ORANDER,,,,,M                                  ,S,,,,,Live,,,,,
2262,12/5/1951 00:00:00,PN ,,ELISEO,,ROUNDS,,,,,M                                  ,D,,,,,Live,,,,,
2263,1/15/1969 00:00:00,HH ,,ELISE,,BRANDON,,,,,F                                  ,S,,,,,Live,,,,,
2264,5/3/1929 00:00:00,PN ,,ELISABETH,,SCANDRETT,,,,,F                                  ,M,,,,,Live,,,,,
2265,1/2/1975 00:00:00,PN ,,ELISA,,BRUNDEGE,,,,,F                                  ,S,,,,,Live,,,,,
2266,7/5/1960 00:00:00,PN ,,ALASTAIR,,PAYNE,,,,,M                                  ,S,,,,,Live,,,,,
2267,11/23/1973 00:00:00,PN ,,BLOSSOM,,CORNETT,,,,,F                                  ,S,,,,,Live,,,,,
